PIC ID,Reference Name,Reference Link,Year,Conference (VENUE),Website,AUTHORS
amesaka,Facial expression recognition using ear canal transfer function,https://dl.acm.org/doi/abs/10.1145/3341163.3347747,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347747,"Takashi Amesaka, Hiroki Watanabe, Masanori Sugimoto"
becker,GestEar: combining audio and motion sensing for gesture recognition on smartwatches,https://dl.acm.org/doi/abs/10.1145/3341163.3347735,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347735,"Vincent Becker, Linus Fessler, Gabor Soros"
lowCost_ultrasound,Towards a wearable low-cost ultrasound device for classification of muscle activity and muscle fatigue,https://dl.acm.org/doi/abs/10.1145/3341163.3347749,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347749,"Lukas Brausch, Holger Hewener, Paul Lukowicz"
Swimming,Swimming style recognition and lap counting using a smartwatch and deep learning,https://dl.acm.org/doi/abs/10.1145/3341163.3347719,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347719,"Gino Brunner, Darya Melnyk, Birkir Sigfússon, Roger Wattenhofer"
strainSensorPerformance,Effects of the textile-sensor interface on stitched strain sensor performance,https://dl.acm.org/doi/abs/10.1145/3341163.3347717,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347717,"Ellen Dupler, Lucy E. Dunne"
sensingSwelling,A comparative feasibility analysis for sensing swelling with textile-based soft strain sensors,https://dl.acm.org/doi/abs/10.1145/3341163.3347739,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347739,"Alireza Golgouneh, Md. Tahmidul Islam Molla, Lucy E. Dunne"
BlinkSync,Blink as you sync: uncovering eye and nod synchrony in conversation using wearable sensing,https://dl.acm.org/doi/abs/10.1145/3341163.3347736,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347736,"Aman Gupta, Finn L Strivens, Jamie A Ward, Benjamin Tag, Kai Kunze"
kineticGarments,Towards making kinetic garments based on conductive fabric and smart hair,https://dl.acm.org/doi/abs/10.1145/3341163.3347733,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347733,"Takuto Hayashi, Masaru Ohkubo, Sho Sakurai, Koichi Hirota, Takuya Nojima"
BatterylessWearables,Designing batteryless wearables for hospitalized older people,https://dl.acm.org/doi/abs/10.1145/3341163.3347740,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347740,"Asangi Jayatilaka, Quoc Hung Dang, Shengjian Jammy Chen, Renuka Visvanathan, Christophe Fumeaux, Damith C. Ranasinghe"
JacquardToolkit,JacquardToolkit: enabling interactions with the Levi's Jacquard jacket,https://dl.acm.org/doi/abs/10.1145/3341163.3347721,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347721,"Aayush Kumar, Caleb Rudnicki, Rhea Chatterjee, Kenzy Mina, Obinna Onyeije, Thad Starner"
TiPoint,TiPoint: Detecting Fingertip for Mid-Air Interactionon Computational Resource Constrained Smartglasses,https://dl.acm.org/doi/abs/10.1145/3341163.3347723,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347723,"Lik Hang Lee, Tristan Braud, Farshid HassaniBijarbooneh, Pan Hui"
SelfSync,SelfSync: exploring self-synchronous body-based hotword gestures for initiating interaction,https://dl.acm.org/doi/abs/10.1145/3341163.3347745,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347745,"Juyoung Lee, Shaurye Aggarwal, Jason Wu, Thad Starner, Woontack Woo"
InDexMo,InDexMo: exploring finger-worn RFID motion tracking for activity recognition on tagged objects,https://dl.acm.org/doi/abs/10.1145/3341163.3347724,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347724,"Rong-Hao Liang, Shun-Yao Yang, Bing-Yu Chen"
wordRecognition,Boosting word recognition for vibrotactile skin reading,https://dl.acm.org/doi/abs/10.1145/3341163.3347715,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347715,"Granit Luzhnica, Eduardo Veas"
guitarSensing,A wrist-worn motion evaluation system for fast and powerful down picking of heavy metal guitar,https://dl.acm.org/doi/abs/10.1145/3341163.3347726,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347726,Soichiro Matsushita
legibilityHMD,Readability and legibility of fonts considering shakiness of head mounted displays,https://dl.acm.org/doi/abs/10.1145/3341163.3347748,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347748,"Yuki Matsuura, Tsutomu Terada, Tomohiro Aoki, Susumu Sonoda, Naoya Isoyama, Masahiko Tsukamoto"
TIARA,TIARA: technology integrated apnea respiration analyser,https://dl.acm.org/doi/abs/10.1145/3341163.3347729,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347729,"Abdur Rahim Mohammad Forkan, Flora Salim, Russell Conduit, Paul Beckett, Stephen R. Robinson"
AnimalBiotelemetry,Wearer-centered design for animal biotelemetry: implementation and wearability test of a prototype,https://dl.acm.org/doi/pdf/10.1145/3341163.3347750,2019,ISWC,https://dl.acm.org/doi/pdf/10.1145/3341163.3347750,"Patrizia Paci, Clara Mancini, Blaine A Price"
MorseHaptic,Reevaluating passive haptic learning of morse code,https://dl.acm.org/doi/abs/10.1145/3341163.3347714,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347714,"Erik Pescara, Tobias Polly, Andrea Schankin, Michael Beigl"
ReviewingToolKits,eTextiles: reviewing a practice through its tool/kits,https://dl.acm.org/doi/abs/10.1145/3341163.3347738,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347738,"Irene Posch, Liza Stark, Geraldine Fitzpatrick"
OptimalMuscle,Enhancing support for optimal muscle usage in sports: coaching and skill-improvement tracking with sEMG,https://dl.acm.org/doi/abs/10.1145/3341163.3347722,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347722,"Osamu Saisho, Shingo Tsukada, Hiroshi Nakashima, Hiroshi Imamura, Kyoichi Takaori"
AlteredPinna,Altered pinna: exploring shape change of pinna for perception and illusion of sound direction change,https://dl.acm.org/doi/abs/10.1145/3341163.3347725,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347725,"Kenichiro Shirota, Roshan Lalintha Peiris, Kouta Minamizawa"
skinPublicPerception,Understanding social perceptions towards interacting with on-skin interfaces in public,https://dl.acm.org/doi/abs/10.1145/3341163.3347751,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347751,"Chuang-Wen You, Ya-Fang Lin, Elle Luo, Hung-Yeh Lin, Hsin-Liu (Cindy) Kao"
CoRSA,CoRSA: a cardio-respiratory monitor in sport activities,https://dl.acm.org/doi/abs/10.1145/3341163.3347720,2019,ISWC,https://dl.acm.org/doi/abs/10.1145/3341163.3347720,"Bo Zhou, Alejandro Baucells Costa, Paul Lukowicz"
offlimits,Off-Limits: Interacting Beyond the Boundaries of Large Displays,https://dl.acm.org/doi/abs/10.1145/2858036.2858083,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858083,"Anders Markussen, Sebastian Boring, Mikkel R. Jakobsen and Kasper Hornbæk"
cilllia,"Cilllia: 3D Printed Micro-Pillar Structures for Surface Texture, Actuation and Sensing",https://dl.acm.org/doi/abs/10.1145/2858036.2858257,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858257,"Jfei Ou, Gershon Dublon, Chin-yi Cheng, Felix Heibeck, Karl Willis, Hiroshi Ishii"
delineatingsensing,Delineating the Operational Envelope of Mobile and Conventional EDA Sensing on Key Body Locations,https://dl.acm.org/doi/abs/10.1145/2858036.2858536,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858536,"Panagiotis Tsiamyrtzis, Malcolm Dcosta, Dvijesh Shastri, Eswar Prasad, Ioannis Pavlidis"
spirocall,SpiroCall: Measuring Lung Function over a Phone Call,https://dl.acm.org/doi/abs/10.1145/2858036.2858401,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858401,"Mayank Goel, Elliot Saba, Maia Stiber, Eric Whitmire, Josh Fromm, Eric C. Larson, Gaetano Borriello, Shwetak N. Patel"
musonic,Musically Informed Sonification for Chronic Pain Rehabilitation: Facilitating Progress & Avoiding Over-Doing,https://dl.acm.org/doi/abs/10.1145/2858036.2858302,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858302,"Joseph W. Newbold, Nadia Bianchi-Berthouze, Nicolas E. Gold, Ana Tajadura-Jiménez, Amanda Williams"
kediary,KeDiary: Using Mobile Phones to Assist Patients in Recovering from Drug Addiction,https://dl.acm.org/doi/abs/10.1145/2858036.2858185,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858185,"Chuang-Wen You, Ya-Fang Lin, Cheng-Yuan Li, Yu-Lun Tsai, Ming-Chyi Huangq,Chao-Hui Leeq, Hao-Chuan Wang, Hao-Hua Chu"
smartwatchinvivo,Smartwatch in vivo,https://dl.acm.org/doi/abs/10.1145/2858036.2858522,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858522,"Stefania Pizza, Barry Brown, Donald McMillan, Airi Lampinen"
interactiveillus,Enhancing Cross-Device Interaction Scripting with Interactive Illustrations,https://dl.acm.org/doi/abs/10.1145/2858036.2858382,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858382,"Pei-Yu (Peggy) Chi, Yang Li, Björn Hartmann"
bach,Learn Piano with BACh: An Adaptive Learning Interface that Adjusts Task Difficulty Based on Brain State,https://dl.acm.org/doi/abs/10.1145/2858036.2858388,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858388,"Beste F Yuksel, Kurt B Oleson, Lane Harrison, Evan M Peck, Daniel Afergan, Remco Chang, Robert JK Jacob"
hiddentoolbars,Supporting Transitions to Expertise in Hidden Toolbars,https://dl.acm.org/doi/abs/10.1145/2858036.2858412,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858412,"Katherine Schramm, Carl Gutwin, Andy Cockburn"
postselection,Investigating Effects of Post-Selection Feedback for Acquiring Ultra-Small Targets on Touchscreen,https://dl.acm.org/doi/abs/10.1145/2858036.2858593,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858593,"Chun Yu, Hongyi Wen, Wei Xiong, Xiaojun Bi, Yuanchun Shi"
doppio,Doppio: A Reconfigurable Dual-Face Smartwatch for Tangible Interaction,https://dl.acm.org/doi/abs/10.1145/2858036.2858256,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858256,"Teddy Seyed, Xing-Dong Yang, Daniel Vogel"
fastcom,Faster Command Selection on Touchscreen Watches,https://dl.acm.org/doi/abs/10.1145/2858036.2858166,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858166,"Benjamin Lafreniere*, Carl Gutwin†, Andy Cockburn‡, Tovi Grossman"
powershake,PowerShake: Power Transfer Interactions for Mobile Devices,https://dl.acm.org/doi/abs/10.1145/2858036.2858569,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858569,"Paul Worgan, Jarod Knibbe, Mike Fraser, Diego Martinez Plasencia"
saywat,SayWAT: Augmenting Face-to-Face Conversations for Adults with Autism,https://dl.acm.org/doi/abs/10.1145/2858036.2858215,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858215,"LouAnne E. Boyd, Alejandro Rangel, Helen Tomimbang, Andrea Conejo-Toledo,  Kanika Patel, Monica Tentori, Gillian R. Hayes"
theateffect,The AT Effect: How Disability Affects the Perceived Social Acceptability of Head-Mounted Display Use,https://dl.acm.org/doi/abs/10.1145/2858036.2858130,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858130,"Halley Profita, Reem Albaghli, Leah Findlater, Paul Jaeger, Shaun K. Kane"
tapboard,TapBoard 2: Simple and Effective Touchpad-like Interaction on a Multi-Touch Surface Keyboard,https://dl.acm.org/doi/abs/10.1145/2858036.2858452,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858452,"Sunjun Kim, Geehyuk Lee"
smartbackspace,Evaluation of a Smart-Restorable Backspace Technique to Facilitate Text Entry Error Correction,https://dl.acm.org/doi/abs/10.1145/2858036.2858407,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858407,"Ahmed Sabbir Arif, Sunjun Kim, Wolfgang Stuerzlinger, Geehyuk Lee, Ali Mazalek"
symmetrisense,SymmetriSense: Enabling Near-Surface Interactivity on Glossy Surfaces using a Single Commodity Smartphone,https://dl.acm.org/doi/abs/10.1145/2858036.2858286,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858286,"Chungkuk Yoo, Inseok Hwang, Eric Rozner, Yu Gu, Robert F. Dickerson"
personalcompass,Personalized Compass: A Compact Visualization for Direction and Location,https://dl.acm.org/doi/abs/10.1145/2858036.2858068,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858068,"Daniel Miau, Steven Feiner"
livingdesk,LivingDesktop: Augmenting Desktop Workstation with Actuated Devices,https://dl.acm.org/doi/abs/10.1145/2858036.2858208,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858208,"Gilles Bailly, Sidharth Sahdev, Sylvain Malacria, Thomas Pietrzak"
interactglasses,Designing a Willing-to-Use-in-Public Hand Gestural Interaction Technique for Smart Glasses,https://dl.acm.org/doi/abs/10.1145/2858036.2858436,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858436,"Yi-Ta Hsieh, Antti Jylha, Valeria Orso, Luciano Gamberini, Giulio Jacucci"
gestureperf,"The Performance and Preference of Different Fingers and Chords for Pointing, Dragging, and Object Transformation",https://dl.acm.org/doi/abs/10.1145/2858036.2858194,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858194,"Alix Goguey, Mathieu Nancel, Géry Casiez, Daniel Vogel"
theflatfinger,The Flat Finger: Exploring Area Touches on Smartwatches,https://dl.acm.org/doi/abs/10.1145/2858036.2858179,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858179,"Ian Oakley, Carina Lindahl, Khanh Le, DoYoung Lee, MD Rasel Islam"
lifelog,Enhancing Lifelogging Privacy by Detecting Screens,https://dl.acm.org/doi/abs/10.1145/2858036.2858417,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858417,Mohammed Korayem∗Robert Templeman∗Dennis Chen∗David Crandall Apu Kapadia
sensations,Sensation: Measuring the Effects of a Human-to-Human Social Touch Based Controller on the Player Experience,https://dl.acm.org/doi/abs/10.1145/2858036.2858418,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858418,"Mert Canat, Mustafa Ozan Tezcan, Celalettin Yurdakul, Eran Tiza, Buğra Can Sefercik, İdil Bostan, Oğuz Turan Buruk, Tilbe Göksun, Oğuzhan Özcan"
b2bswipe,B2B-Swipe: Swipe Gesture for Rectangular Smartwatches from a Bezel to a Bezel,https://dl.acm.org/doi/abs/10.1145/2858036.2858216,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858216,"Yuki Kubo, Buntarou Shizuki, and Jiro Tanaka"
serendipity,Serendipity: Finger Gesture Recognition using an Off-the-Shelf Smartwatch,https://dl.acm.org/doi/abs/10.1145/2858036.2858466,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858466,"Hongyi Wen, Julian Ramos Rojas, Anind K. Dey"
wearwrite,WearWrite: Crowd-Assisted Writing from Smartwatches,https://dl.acm.org/doi/abs/10.1145/2858036.2858169,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858169,"Michael Nebeling, Alexandra To, Anhong Guo, Adrian A. de Freitas,  Jaime Teevan, Steven P. Dow, Jeffrey P. Bigham"
nontouch,Exploring Non-touchscreen Gestures for Smartwatches,https://dl.acm.org/doi/abs/10.1145/2858036.2858385,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858385,"Shaikh Shawon Arefin Shimon, Courtney Lutton, Zichun Xu,  Sarah Morrison-Smith, Christina Boucher, Jaime Ruiz"
watchwriter,WatchWriter: Tap and Gesture Typing on a Smartwatch Miniature Keyboard with Statistical Decoding,https://dl.acm.org/doi/abs/10.1145/2858036.2858242,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858242,"Mitchell Gordon, Tom Ouyang, Shumin Zhai"
tablehop,TableHop: An Actuated Fabric Display Using Transparent Electrodes,https://dl.acm.org/doi/abs/10.1145/2858036.2858544,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858544,"Deepak Ranjan Sahoo, Kasper Hornbæk, Sriram Subramanian"
hapthimble,HapThimble: A Wearable Haptic Device towards Usable Virtual Touch Screen,https://dl.acm.org/doi/abs/10.1145/2858036.2858196,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858196,"Hwan Kim, Minhwan Kim, and Woohun Lee"
gauntlev,GauntLev: A Wearable to Manipulate Free-floating Objects,https://dl.acm.org/doi/abs/10.1145/2858036.2858370,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858370,Asier Marzo
motionguidancesleeve,Motion Guidance Sleeve: Guiding the Forearm Rotation through External Artificial Muscles,https://dl.acm.org/doi/abs/10.1145/2858036.2858275,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858275,"Chia-Yu Chen, Yen-yu Chen, Yi-Ju Chung, Neng-Hao Yu"
activibe,ActiVibe: Design and Evaluation of Vibrations for Progress Monitoring,https://dl.acm.org/doi/abs/10.1145/2858036.2858046,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858046,"Jessica R. Cauchard, Janette L. Cheng, Thomas Pietrzak, James A. Landay"
expressy,Expressy: Using a Wrist-worn Inertial Measurement Unit to Add Expressiveness to Touch-based Interactions,https://dl.acm.org/doi/abs/10.1145/2858036.2858223,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858223,"Gerard Wilkinson, Ahmed Kharrufa, Jonathan Hook, Bradley Pursglove, Gavin Wood, Hendrik Haeuser, Nils Y. Hammerla, Steve Hodges, Patrick Olivier"
mgesture,M.Gesture: An Acceleration-Based Gesture Authoring System on Multiple Handheld and Wearable Devices,https://dl.acm.org/doi/abs/10.1145/2858036.2858358,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858358,"Ju-Whan Kim, Han-Jong Kim, Tek-Jin Nam"
empress,EMPress: Practical Hand Gesture Classification with Wrist-Mounted EMG and Pressure Sensing,https://dl.acm.org/doi/abs/10.1145/2858036.2858093,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858093,"Jess McIntosh, Charlie McNeill, Mike Fraser, Frederic Kerber, Markus Löchtefeld, Antonio Krüger"
putwhatwhere,"You Put What, Where?: Hobbyist Use of Insertable Devices",https://dl.acm.org/doi/abs/10.1145/2858036.2858392,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858392,"Kayla J. Heffernan, Frank Vetere, Shanton Chang"
helpinghands,Helping Hands: Requirements for a Prototyping Methodology for Upper-limb Prosthetics Users,https://dl.acm.org/doi/abs/10.1145/2858036.2858340,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858340,"Megan Hofmann, Jeffrey Harris, Scott E. Hudson, Jennifer Mankoff"
paralleleyes,Parallel Eyes: Exploring Human Capability and Behaviors with Paralleled First Person View Sharing,https://dl.acm.org/doi/abs/10.1145/2858036.2858495,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858495,"Shunichi Kasahara, Mitsuhito Ando, Kiyoshi Suganuma, Jun Rekimoto"
stabanno,Stabilized Annotations for Mobile Remote Assistance,https://dl.acm.org/doi/abs/10.1145/2858036.2858171,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858171,"Omid Fakourfar, Kevin Ta, Richard Tang, Scott Bateman, Anthony Tang"
headmountproj,Head Mounted Projection Display & Visual Attention: Visual Attentional Processing of Head Referenced Static and Dynamic Displays while in Motion and Standing,https://dl.acm.org/doi/abs/10.1145/2858036.2858449,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858449,"Çağlar Genç, Shoaib Soomro, Yalçın Duyan, Selim Ölçer, Fuat Balcı, Hakan Ürey, Oğuzhan Özcan"
finexus,Finexus: Tracking Precise Motions of Multiple Fingertips Using Magnetic Sensing,https://dl.acm.org/doi/abs/10.1145/2858036.2858125,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858125,"Ke-Yu Chen, Shwetak N. Patel, Sean Keller"
skintrack,SkinTrack: Using the Body as an Electrical Waveguide for Continuous Finger Tracking on the Skin,https://dl.acm.org/doi/abs/10.1145/2858036.2858082,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858082,"Yang Zhang, Junhan Zhou, Gierad Laput, Chris Harrison"
fingerio,FingerIO: Using Active Sonar for Fine-Grained Finger Tracking,https://dl.acm.org/doi/abs/10.1145/2858036.2858580,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858580,"Rajalakshmi Nandakumar, Vikram Iyer, Desney Tan, Shyamnath Gollakota"
enhancedtouch,EnhancedTouch: A Smart Bracelet for Enhancing Human-Human Physical Touch,https://dl.acm.org/doi/abs/10.1145/2858036.2858439,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858439,"Kenji Suzuki, Taku Hachisu, Kazuki Iida"
